frame,hp_p1,hp_p2,x_p1,x_p2,distance,action_id
2000090,44.0,91.0,456.0,536.0,80.0,9
2000091,37.0,91.0,456.0,536.0,80.0,0
2000092,35.0,91.0,456.0,536.0,80.0,9
2000093,33.0,91.0,456.0,536.0,80.0,9
2000094,33.0,91.0,456.0,536.0,80.0,9
2000095,31.0,91.0,456.0,536.0,80.0,9
2000096,29.0,91.0,456.0,536.0,80.0,9
2000097,22.0,88.0,456.0,536.0,80.0,5
2000098,20.0,88.0,456.0,536.0,80.0,9
2000099,18.0,88.0,456.0,536.0,80.0,9
2000100,11.0,85.0,456.0,536.0,80.0,5
2000101,9.0,85.0,456.0,536.0,80.0,9
2000102,7.0,85.0,456.0,536.0,80.0,9
2000103,5.0,85.0,456.0,536.0,80.0,9
2000104,3.0,85.0,456.0,536.0,80.0,9
2000105,3.0,85.0,456.0,536.0,80.0,9
2000106,0.0,85.0,456.0,536.0,80.0,0
2010000,100.0,100.0,208.0,752.0,544.0,2
2010001,100.0,100.0,216.0,744.0,528.0,2
2010002,100.0,100.0,216.0,736.0,520.0,3
2010003,100.0,100.0,224.0,728.0,504.0,2
2010004,100.0,100.0,232.0,720.0,488.0,2
2010005,100.0,100.0,232.0,712.0,480.0,0
2010006,100.0,100.0,240.0,704.0,464.0,2
2010007,100.0,100.0,248.0,696.0,448.0,2
2010008,100.0,100.0,248.0,688.0,440.0,0
2010009,100.0,100.0,248.0,680.0,432.0,3
2010010,100.0,100.0,248.0,672.0,424.0,3
2010011,100.0,100.0,256.0,664.0,408.0,2
2010012,100.0,100.0,264.0,656.0,392.0,2
2010013,100.0,100.0,272.0,648.0,376.0,2
2010014,100.0,100.0,280.0,640.0,360.0,2
2010015,100.0,100.0,288.0,632.0,344.0,2
2010016,100.0,100.0,296.0,624.0,328.0,2
2010017,100.0,100.0,296.0,616.0,320.0,3
2010018,100.0,100.0,304.0,608.0,304.0,2
2010019,100.0,100.0,312.0,600.0,288.0,2
2010020,100.0,100.0,320.0,592.0,272.0,2
2010021,100.0,100.0,328.0,584.0,256.0,2
2010022,100.0,100.0,336.0,576.0,240.0,2
2010023,100.0,100.0,336.0,568.0,232.0,3
2010024,100.0,100.0,344.0,560.0,216.0,2
2010025,100.0,100.0,352.0,552.0,200.0,2
2010026,100.0,100.0,352.0,544.0,192.0,3
2010027,100.0,100.0,360.0,544.0,184.0,2
2010028,100.0,100.0,360.0,544.0,184.0,3
2010029,100.0,100.0,368.0,536.0,168.0,2
2010030,100.0,100.0,368.0,544.0,176.0,3
2010031,100.0,100.0,376.0,536.0,160.0,2
2010032,100.0,100.0,376.0,528.0,152.0,5
2010033,100.0,100.0,376.0,520.0,144.0,8
2010034,100.0,100.0,376.0,520.0,144.0,7
2010035,100.0,100.0,376.0,528.0,152.0,8
2010036,100.0,100.0,384.0,536.0,152.0,2
2010037,100.0,100.0,392.0,544.0,152.0,2
2010038,100.0,100.0,392.0,536.0,144.0,8
2010039,100.0,100.0,392.0,544.0,152.0,7
2010040,100.0,100.0,392.0,552.0,160.0,3
2010041,100.0,100.0,392.0,560.0,168.0,3
2010042,100.0,100.0,392.0,568.0,176.0,5
2010043,100.0,100.0,392.0,576.0,184.0,7
2010044,100.0,100.0,392.0,576.0,184.0,0
2010045,100.0,100.0,392.0,568.0,176.0,3
2010046,100.0,100.0,392.0,568.0,176.0,8
2010047,100.0,100.0,400.0,576.0,176.0,2
2010048,100.0,100.0,408.0,576.0,168.0,2
2010049,100.0,100.0,408.0,576.0,168.0,8
2010050,100.0,100.0,408.0,584.0,176.0,7
2010051,100.0,100.0,408.0,584.0,176.0,8
2010052,100.0,100.0,416.0,576.0,160.0,2
2010053,100.0,100.0,416.0,584.0,168.0,6
2010054,100.0,100.0,416.0,592.0,176.0,3
2010055,100.0,100.0,416.0,584.0,168.0,5
2010056,100.0,100.0,424.0,592.0,168.0,2
2010057,100.0,100.0,432.0,600.0,168.0,2
2010058,100.0,100.0,440.0,600.0,160.0,2
2010059,100.0,100.0,448.0,592.0,144.0,2
2010060,100.0,100.0,456.0,592.0,136.0,2
2010061,100.0,100.0,456.0,600.0,144.0,8
2010062,100.0,100.0,456.0,600.0,144.0,8
2010063,100.0,100.0,464.0,592.0,128.0,2
2010064,100.0,100.0,472.0,592.0,120.0,2
2010065,100.0,100.0,480.0,592.0,112.0,2
2010066,100.0,100.0,480.0,584.0,104.0,7
2010067,100.0,100.0,480.0,584.0,104.0,7
2010068,100.0,100.0,480.0,592.0,112.0,5
2010069,100.0,100.0,480.0,592.0,112.0,6
2010070,100.0,100.0,488.0,584.0,96.0,2
2010071,100.0,93.0,488.0,576.0,88.0,6
2010072,100.0,93.0,488.0,584.0,96.0,5
2010073,100.0,93.0,496.0,576.0,80.0,2
2010074,100.0,93.0,496.0,576.0,80.0,9
2010075,97.0,90.0,496.0,576.0,80.0,5
2010076,97.0,90.0,496.0,576.0,80.0,9
2010077,97.0,90.0,496.0,576.0,80.0,9
2010078,90.0,90.0,496.0,576.0,80.0,0
2010079,90.0,90.0,496.0,576.0,80.0,9
2010080,88.0,90.0,496.0,576.0,80.0,9
2010081,86.0,90.0,496.0,576.0,80.0,9
2010082,84.0,90.0,496.0,576.0,80.0,9
2010083,84.0,90.0,496.0,576.0,80.0,9
2010084,82.0,90.0,496.0,576.0,80.0,9
2010085,82.0,90.0,496.0,576.0,80.0,9
2010086,75.0,87.0,496.0,576.0,80.0,5
2010087,73.0,87.0,496.0,576.0,80.0,9
2010088,66.0,84.0,496.0,576.0,80.0,5
2010089,64.0,84.0,496.0,576.0,80.0,9
2010090,57.0,81.0,496.0,576.0,80.0,5
2010091,50.0,81.0,496.0,576.0,80.0,3
2010092,50.0,81.0,496.0,576.0,80.0,9
2010093,48.0,81.0,496.0,576.0,80.0,9
2010094,46.0,81.0,496.0,576.0,80.0,9
2010095,44.0,81.0,496.0,576.0,80.0,9
2010096,37.0,81.0,496.0,576.0,80.0,0
2010097,37.0,81.0,496.0,576.0,80.0,9
2010098,35.0,81.0,496.0,576.0,80.0,9
2010099,33.0,81.0,496.0,576.0,80.0,9
2010100,31.0,81.0,496.0,576.0,80.0,9
2010101,29.0,81.0,496.0,576.0,80.0,9
2010102,29.0,81.0,496.0,576.0,80.0,9
2010103,27.0,81.0,496.0,576.0,80.0,9
2010104,25.0,81.0,496.0,576.0,80.0,9
2010105,23.0,81.0,496.0,576.0,80.0,9
2010106,16.0,81.0,496.0,576.0,80.0,0
2010107,14.0,81.0,496.0,576.0,80.0,9
2010108,14.0,81.0,496.0,576.0,80.0,9
2010109,11.0,78.0,496.0,576.0,80.0,5
2010110,8.0,75.0,496.0,576.0,80.0,5
2010111,8.0,75.0,496.0,576.0,80.0,9
2010112,6.0,75.0,496.0,576.0,80.0,9
2010113,4.0,75.0,496.0,576.0,80.0,9
2010114,2.0,75.0,496.0,576.0,80.0,9
2010115,0.0,75.0,496.0,576.0,80.0,9
2020000,100.0,100.0,200.0,752.0,552.0,0
2020001,100.0,100.0,208.0,744.0,536.0,2
2020002,100.0,100.0,208.0,736.0,528.0,3
2020003,100.0,100.0,216.0,728.0,512.0,2
2020004,100.0,100.0,216.0,720.0,504.0,0
2020005,100.0,100.0,224.0,712.0,488.0,2
2020006,100.0,100.0,232.0,704.0,472.0,2
2020007,100.0,100.0,232.0,696.0,464.0,0
2020008,100.0,100.0,232.0,688.0,456.0,3
2020009,100.0,100.0,232.0,680.0,448.0,3
2020010,100.0,100.0,232.0,672.0,440.0,3
2020011,100.0,100.0,240.0,664.0,424.0,2
2020012,100.0,100.0,248.0,656.0,408.0,2
2020013,100.0,100.0,256.0,648.0,392.0,2
2020014,100.0,100.0,264.0,640.0,376.0,2
2020015,100.0,100.0,272.0,632.0,360.0,2
2020016,100.0,100.0,272.0,624.0,352.0,3
2020017,100.0,100.0,280.0,616.0,336.0,2
2020018,100.0,100.0,280.0,608.0,328.0,3
2020019,100.0,100.0,288.0,600.0,312.0,2
2020020,100.0,100.0,296.0,592.0,296.0,2
2020021,100.0,100.0,296.0,584.0,288.0,0
2020022,100.0,100.0,304.0,576.0,272.0,2
2020023,100.0,100.0,312.0,568.0,256.0,2
2020024,100.0,100.0,312.0,560.0,248.0,0
2020025,100.0,100.0,320.0,552.0,232.0,2
2020026,100.0,100.0,328.0,544.0,216.0,2
2020027,100.0,100.0,328.0,536.0,208.0,3
2020028,100.0,100.0,336.0,528.0,192.0,2
2020029,100.0,100.0,344.0,536.0,192.0,2
2020030,100.0,100.0,344.0,528.0,184.0,0
2020031,100.0,100.0,352.0,536.0,184.0,2
2020032,100.0,100.0,352.0,544.0,192.0,0
2020033,100.0,100.0,352.0,544.0,192.0,3
2020034,100.0,100.0,360.0,552.0,192.0,2
2020035,100.0,100.0,360.0,552.0,192.0,0
2020036,100.0,100.0,368.0,560.0,192.0,2
2020037,100.0,100.0,368.0,552.0,184.0,0
2020038,100.0,100.0,376.0,544.0,168.0,2
2020039,100.0,100.0,384.0,544.0,160.0,2
2020040,100.0,100.0,392.0,552.0,160.0,2
2020041,100.0,100.0,400.0,544.0,144.0,2
2020042,100.0,100.0,408.0,536.0,128.0,2
2020043,100.0,100.0,416.0,544.0,128.0,2
2020044,100.0,100.0,424.0,536.0,112.0,2
2020045,100.0,100.0,424.0,528.0,104.0,8
2020046,100.0,100.0,424.0,528.0,104.0,7
2020047,100.0,100.0,432.0,520.0,88.0,2
2020048,100.0,100.0,432.0,528.0,96.0,6
2020049,100.0,97.0,432.0,520.0,88.0,5
2020050,100.0,97.0,432.0,528.0,96.0,9
2020051,93.0,97.0,440.0,528.0,88.0,2
2020052,93.0,97.0,440.0,520.0,80.0,0
2020053,86.0,97.0,440.0,520.0,80.0,0
2020054,86.0,97.0,440.0,520.0,80.0,9
2020055,86.0,97.0,440.0,520.0,80.0,9
2020056,84.0,97.0,440.0,520.0,80.0,9
2020057,77.0,94.0,440.0,520.0,80.0,5
2020058,77.0,94.0,440.0,520.0,80.0,9
2020059,70.0,91.0,440.0,520.0,80.0,5
2020060,68.0,91.0,440.0,520.0,80.0,9
2020061,61.0,91.0,440.0,520.0,80.0,0
2020062,59.0,91.0,440.0,520.0,80.0,9
2020063,57.0,91.0,440.0,520.0,80.0,9
2020064,55.0,91.0,440.0,520.0,80.0,9
2020065,55.0,91.0,440.0,520.0,80.0,9
2020066,55.0,91.0,440.0,520.0,80.0,9
2020067,55.0,91.0,440.0,520.0,80.0,9
2020068,52.0,91.0,440.0,520.0,80.0,0
2020069,50.0,91.0,440.0,520.0,80.0,9
2020070,50.0,91.0,440.0,520.0,80.0,9
2020071,50.0,91.0,440.0,520.0,80.0,9
2020072,43.0,91.0,440.0,520.0,80.0,0
2020073,36.0,88.0,440.0,520.0,80.0,5
2020074,29.0,88.0,440.0,520.0,80.0,0
2020075,29.0,88.0,440.0,520.0,80.0,9
2020076,27.0,88.0,440.0,520.0,80.0,9
2020077,20.0,88.0,440.0,520.0,80.0,0
2020078,18.0,88.0,440.0,520.0,80.0,9
2020079,15.0,85.0,440.0,520.0,80.0,5
2020080,8.0,82.0,440.0,520.0,80.0,5
2020081,1.0,79.0,440.0,520.0,80.0,5
2020082,0.0,79.0,440.0,520.0,80.0,9
2030000,100.0,100.0,208.0,752.0,544.0,2
2030001,100.0,100.0,208.0,744.0,536.0,3
2030002,100.0,100.0,216.0,736.0,520.0,2
2030003,100.0,100.0,216.0,728.0,512.0,3
2030004,100.0,100.0,224.0,720.0,496.0,2
2030005,100.0,100.0,224.0,712.0,488.0,3
2030006,100.0,100.0,232.0,704.0,472.0,2
2030007,100.0,100.0,240.0,696.0,456.0,2
2030008,100.0,100.0,248.0,688.0,440.0,2
2030009,100.0,100.0,256.0,680.0,424.0,2
2030010,100.0,100.0,256.0,672.0,416.0,3
2030011,100.0,100.0,256.0,664.0,408.0,3
2030012,100.0,100.0,264.0,656.0,392.0,2
2030013,100.0,100.0,272.0,648.0,376.0,2
2030014,100.0,100.0,280.0,640.0,360.0,2
2030015,100.0,100.0,280.0,632.0,352.0,3
2030016,100.0,100.0,280.0,624.0,344.0,3
2030017,100.0,100.0,280.0,616.0,336.0,0
2030018,100.0,100.0,280.0,608.0,328.0,3
2030019,100.0,100.0,288.0,600.0,312.0,2
2030020,100.0,100.0,296.0,592.0,296.0,2
2030021,100.0,100.0,296.0,584.0,288.0,3
2030022,100.0,100.0,304.0,576.0,272.0,2
2030023,100.0,100.0,312.0,568.0,256.0,2
2030024,100.0,100.0,320.0,560.0,240.0,2
2030025,100.0,100.0,328.0,552.0,224.0,2
2030026,100.0,100.0,328.0,544.0,216.0,0
2030027,100.0,100.0,328.0,536.0,208.0,3
2030028,100.0,100.0,336.0,528.0,192.0,2
2030029,100.0,100.0,336.0,536.0,200.0,3
2030030,100.0,100.0,336.0,528.0,192.0,3
2030031,100.0,100.0,336.0,536.0,200.0,3
2030032,100.0,100.0,344.0,528.0,184.0,2
2030033,100.0,100.0,352.0,520.0,168.0,2
2030034,100.0,100.0,352.0,512.0,160.0,7
2030035,100.0,100.0,360.0,504.0,144.0,2
2030036,100.0,100.0,360.0,512.0,152.0,5
2030037,100.0,100.0,360.0,520.0,160.0,8
2030038,100.0,100.0,360.0,512.0,152.0,8
2030039,100.0,100.0,368.0,504.0,136.0,2
2030040,100.0,100.0,376.0,512.0,136.0,2
2030041,100.0,100.0,376.0,520.0,144.0,8
2030042,100.0,100.0,376.0,528.0,152.0,3
2030043,100.0,100.0,384.0,528.0,144.0,2
2030044,100.0,100.0,392.0,528.0,136.0,2
2030045,100.0,100.0,392.0,520.0,128.0,6
2030046,100.0,100.0,392.0,528.0,136.0,3
2030047,100.0,100.0,392.0,536.0,144.0,8
2030048,100.0,100.0,400.0,536.0,136.0,2
2030049,100.0,100.0,408.0,536.0,128.0,2
2030050,100.0,100.0,408.0,528.0,120.0,8
2030051,100.0,100.0,408.0,536.0,128.0,8
2030052,100.0,100.0,416.0,544.0,128.0,2
2030053,100.0,100.0,416.0,544.0,128.0,5
2030054,100.0,100.0,424.0,552.0,128.0,2
2030055,100.0,100.0,424.0,544.0,120.0,6
2030056,100.0,100.0,432.0,544.0,112.0,2
2030057,100.0,100.0,432.0,536.0,104.0,5
2030058,100.0,100.0,432.0,544.0,112.0,8
2030059,100.0,100.0,440.0,536.0,96.0,2
2030060,100.0,100.0,448.0,528.0,80.0,2
2030061,100.0,100.0,448.0,528.0,80.0,9
2030062,100.0,100.0,448.0,528.0,80.0,9
2030063,98.0,100.0,448.0,528.0,80.0,9
2030064,96.0,100.0,448.0,528.0,80.0,9
2030065,96.0,100.0,448.0,528.0,80.0,9
2030066,94.0,100.0,448.0,528.0,80.0,9
2030067,94.0,100.0,448.0,528.0,80.0,9
2030068,87.0,97.0,448.0,528.0,80.0,5
2030069,85.0,97.0,448.0,528.0,80.0,9
2030070,83.0,97.0,448.0,528.0,80.0,9
2030071,81.0,97.0,448.0,528.0,80.0,9
2030072,81.0,97.0,448.0,528.0,80.0,9
2030073,81.0,97.0,448.0,528.0,80.0,9
2030074,78.0,97.0,448.0,528.0,80.0,0
2030075,71.0,97.0,448.0,528.0,80.0,0
2030076,68.0,97.0,448.0,528.0,80.0,0
2030077,66.0,97.0,448.0,528.0,80.0,9
2030078,64.0,97.0,448.0,528.0,80.0,9
2030079,62.0,97.0,448.0,528.0,80.0,9
2030080,62.0,97.0,448.0,528.0,80.0,9
2030081,62.0,97.0,448.0,528.0,80.0,9
2030082,60.0,97.0,448.0,528.0,80.0,9
2030083,58.0,97.0,448.0,528.0,80.0,9
2030084,56.0,97.0,448.0,528.0,80.0,9
2030085,56.0,97.0,448.0,528.0,80.0,9
2030086,54.0,97.0,448.0,528.0,80.0,9
2030087,52.0,97.0,448.0,528.0,80.0,9
2030088,45.0,94.0,448.0,528.0,80.0,5
2030089,45.0,94.0,448.0,528.0,80.0,9
2030090,43.0,94.0,448.0,528.0,80.0,9
2030091,41.0,94.0,448.0,528.0,80.0,9
2030092,38.0,91.0,448.0,528.0,80.0,5
2030093,36.0,91.0,448.0,528.0,80.0,9
2030094,34.0,91.0,448.0,528.0,80.0,9
2030095,27.0,91.0,448.0,528.0,80.0,0
2030096,24.0,91.0,448.0,528.0,80.0,0
2030097,22.0,91.0,448.0,528.0,80.0,9
2030098,22.0,91.0,448.0,528.0,80.0,9
2030099,20.0,91.0,448.0,528.0,80.0,9
2030100,18.0,91.0,448.0,528.0,80.0,9
2030101,15.0,88.0,448.0,528.0,80.0,5
2030102,15.0,88.0,448.0,528.0,80.0,9
2030103,15.0,88.0,448.0,528.0,80.0,9
2030104,15.0,88.0,448.0,528.0,80.0,9
2030105,15.0,88.0,448.0,528.0,80.0,9
2030106,15.0,88.0,448.0,528.0,80.0,9
2030107,13.0,88.0,448.0,528.0,80.0,9
2030108,11.0,88.0,448.0,528.0,80.0,9
2030109,9.0,88.0,448.0,528.0,80.0,9
2030110,2.0,88.0,448.0,528.0,80.0,0
2030111,0.0,88.0,448.0,528.0,80.0,0
2040000,100.0,100.0,208.0,752.0,544.0,2
2040001,100.0,100.0,216.0,744.0,528.0,2
2040002,100.0,100.0,216.0,736.0,520.0,3
2040003,100.0,100.0,224.0,728.0,504.0,2
2040004,100.0,100.0,232.0,720.0,488.0,2
2040005,100.0,100.0,232.0,712.0,480.0,3
2040006,100.0,100.0,240.0,704.0,464.0,2
2040007,100.0,100.0,248.0,696.0,448.0,2
2040008,100.0,100.0,256.0,688.0,432.0,2
2040009,100.0,100.0,256.0,680.0,424.0,0
2040010,100.0,100.0,264.0,672.0,408.0,2
2040011,100.0,100.0,272.0,664.0,392.0,2
2040012,100.0,100.0,280.0,656.0,376.0,2
2040013,100.0,100.0,288.0,648.0,360.0,2
2040014,100.0,100.0,296.0,640.0,344.0,2
2040015,100.0,100.0,296.0,632.0,336.0,3
2040016,100.0,100.0,304.0,624.0,320.0,2
2040017,100.0,100.0,312.0,616.0,304.0,2
2040018,100.0,100.0,320.0,608.0,288.0,2
2040019,100.0,100.0,328.0,600.0,272.0,2
2040020,100.0,100.0,336.0,592.0,256.0,2
2040021,100.0,100.0,336.0,584.0,248.0,3
2040022,100.0,100.0,336.0,576.0,240.0,0
2040023,100.0,100.0,336.0,568.0,232.0,3
2040024,100.0,100.0,344.0,560.0,216.0,2
2040025,100.0,100.0,352.0,552.0,200.0,2
2040026,100.0,100.0,352.0,560.0,208.0,0
2040027,100.0,100.0,360.0,552.0,192.0,2
2040028,100.0,100.0,360.0,544.0,184.0,3
2040029,100.0,100.0,368.0,536.0,168.0,2
2040030,100.0,100.0,376.0,544.0,168.0,2
2040031,100.0,100.0,384.0,544.0,160.0,2
2040032,100.0,100.0,384.0,552.0,168.0,8
2040033,100.0,100.0,392.0,552.0,160.0,2
2040034,100.0,100.0,392.0,544.0,152.0,5
2040035,100.0,100.0,392.0,544.0,152.0,8
2040036,100.0,100.0,400.0,552.0,152.0,2
2040037,100.0,100.0,408.0,544.0,136.0,2
2040038,100.0,100.0,408.0,544.0,136.0,7
2040039,100.0,100.0,408.0,536.0,128.0,3
2040040,100.0,100.0,408.0,528.0,120.0,5
2040041,100.0,100.0,408.0,528.0,120.0,3
2040042,100.0,100.0,416.0,536.0,120.0,2
2040043,100.0,100.0,424.0,528.0,104.0,2
2040044,100.0,100.0,424.0,520.0,96.0,5
2040045,100.0,100.0,424.0,528.0,104.0,5
2040046,100.0,100.0,424.0,536.0,112.0,6
2040047,100.0,100.0,424.0,528.0,104.0,3
2040048,100.0,100.0,424.0,520.0,96.0,8
2040049,93.0,100.0,432.0,520.0,88.0,2
2040050,91.0,100.0,432.0,520.0,88.0,9
2040051,91.0,100.0,432.0,528.0,96.0,5
2040052,84.0,100.0,440.0,528.0,88.0,2
2040053,84.0,100.0,440.0,520.0,80.0,9
2040054,81.0,100.0,440.0,520.0,80.0,0
2040055,81.0,100.0,440.0,520.0,80.0,9
2040056,79.0,100.0,440.0,520.0,80.0,9
2040057,77.0,100.0,440.0,520.0,80.0,9
2040058,75.0,100.0,440.0,520.0,80.0,9
2040059,68.0,97.0,440.0,520.0,80.0,5
2040060,61.0,97.0,440.0,520.0,80.0,3
2040061,59.0,97.0,440.0,520.0,80.0,9
2040062,57.0,97.0,440.0,520.0,80.0,9
2040063,57.0,97.0,440.0,520.0,80.0,9
2040064,54.0,97.0,440.0,520.0,80.0,3
2040065,47.0,97.0,440.0,520.0,80.0,0
2040066,40.0,94.0,440.0,520.0,80.0,5
2040067,38.0,94.0,440.0,520.0,80.0,9
2040068,36.0,94.0,440.0,520.0,80.0,9
2040069,36.0,94.0,440.0,520.0,80.0,9
2040070,34.0,94.0,440.0,520.0,80.0,9
2040071,34.0,94.0,440.0,520.0,80.0,9
2040072,32.0,94.0,440.0,520.0,80.0,9
2040073,25.0,91.0,440.0,520.0,80.0,5
2040074,23.0,91.0,440.0,520.0,80.0,9
2040075,21.0,91.0,440.0,520.0,80.0,9
2040076,19.0,91.0,440.0,520.0,80.0,9
2040077,16.0,88.0,440.0,520.0,80.0,5
2040078,16.0,88.0,440.0,520.0,80.0,9
2040079,16.0,88.0,440.0,520.0,80.0,9
2040080,14.0,88.0,440.0,520.0,80.0,9
2040081,12.0,88.0,440.0,520.0,80.0,9
2040082,12.0,88.0,440.0,520.0,80.0,9
2040083,10.0,88.0,440.0,520.0,80.0,9
2040084,10.0,88.0,440.0,520.0,80.0,9
2040085,8.0,88.0,440.0,520.0,80.0,9
2040086,6.0,88.0,440.0,520.0,80.0,9
2040087,3.0,88.0,440.0,520.0,80.0,3
2040088,1.0,88.0,440.0,520.0,80.0,9
2040089,1.0,88.0,440.0,520.0,80.0,9
2040090,1.0,88.0,440.0,520.0,80.0,9
2040091,0.0,88.0,440.0,520.0,80.0,9
2050000,100.0,100.0,208.0,752.0,544.0,2
2050001,100.0,100.0,208.0,744.0,536.0,3
2050002,100.0,100.0,216.0,736.0,520.0,2
2050003,100.0,100.0,216.0,728.0,512.0,3
2050004,100.0,100.0,224.0,720.0,496.0,2
2050005,100.0,100.0,232.0,712.0,480.0,2
2050006,100.0,100.0,240.0,704.0,464.0,2
2050007,100.0,100.0,248.0,696.0,448.0,2
2050008,100.0,100.0,256.0,688.0,432.0,2
2050009,100.0,100.0,264.0,680.0,416.0,2
2050010,100.0,100.0,272.0,672.0,400.0,2
2050011,100.0,100.0,280.0,664.0,384.0,2
2050012,100.0,100.0,288.0,656.0,368.0,2
2050013,100.0,100.0,296.0,648.0,352.0,2
2050014,100.0,100.0,304.0,640.0,336.0,2
2050015,100.0,100.0,312.0,632.0,320.0,2
2050016,100.0,100.0,312.0,624.0,312.0,0
2050017,100.0,100.0,320.0,616.0,296.0,2
2050018,100.0,100.0,328.0,608.0,280.0,2
2050019,100.0,100.0,336.0,600.0,264.0,2
2050020,100.0,100.0,344.0,592.0,248.0,2
2050021,100.0,100.0,352.0,584.0,232.0,2
2050022,100.0,100.0,360.0,576.0,216.0,2
2050023,100.0,100.0,368.0,568.0,200.0,2
2050024,100.0,100.0,376.0,560.0,184.0,2
2050025,100.0,100.0,384.0,568.0,184.0,2
2050026,100.0,100.0,384.0,568.0,184.0,3
2050027,100.0,100.0,384.0,576.0,192.0,3
2050028,100.0,100.0,392.0,568.0,176.0,2
2050029,100.0,100.0,400.0,560.0,160.0,2
2050030,100.0,100.0,408.0,560.0,152.0,2
2050031,100.0,100.0,416.0,568.0,152.0,2
2050032,100.0,100.0,416.0,576.0,160.0,7
2050033,100.0,100.0,416.0,576.0,160.0,7
2050034,100.0,100.0,416.0,584.0,168.0,7
2050035,100.0,100.0,424.0,584.0,160.0,2
2050036,100.0,100.0,424.0,576.0,152.0,8
2050037,100.0,100.0,432.0,584.0,152.0,2
2050038,100.0,100.0,432.0,584.0,152.0,8
2050039,100.0,100.0,432.0,592.0,160.0,8
2050040,100.0,100.0,432.0,584.0,152.0,5
2050041,100.0,100.0,432.0,584.0,152.0,5
2050042,100.0,100.0,432.0,584.0,152.0,5
2050043,100.0,100.0,432.0,592.0,160.0,8
2050044,100.0,100.0,440.0,592.0,152.0,2
2050045,100.0,100.0,440.0,584.0,144.0,3
2050046,100.0,100.0,440.0,584.0,144.0,3
2050047,100.0,100.0,440.0,584.0,144.0,3
2050048,100.0,100.0,440.0,592.0,152.0,5
2050049,100.0,100.0,440.0,592.0,152.0,6
2050050,100.0,100.0,440.0,584.0,144.0,8
2050051,100.0,100.0,448.0,592.0,144.0,2
2050052,100.0,100.0,448.0,584.0,136.0,8
2050053,100.0,100.0,456.0,584.0,128.0,2
2050054,100.0,100.0,464.0,584.0,120.0,2
2050055,100.0,100.0,464.0,592.0,128.0,5
2050056,100.0,100.0,472.0,600.0,128.0,2
2050057,100.0,100.0,472.0,608.0,136.0,8
2050058,100.0,100.0,472.0,608.0,136.0,8
2050059,100.0,100.0,480.0,608.0,128.0,2
2050060,100.0,100.0,488.0,616.0,128.0,2
2050061,100.0,100.0,488.0,624.0,136.0,3
2050062,100.0,100.0,496.0,632.0,136.0,2
2050063,100.0,100.0,496.0,624.0,128.0,8
2050064,100.0,100.0,496.0,624.0,128.0,8
2050065,100.0,100.0,496.0,632.0,136.0,3
2050066,100.0,100.0,496.0,640.0,144.0,6
2050067,100.0,100.0,496.0,632.0,136.0,8
2050068,100.0,100.0,496.0,624.0,128.0,7
2050069,100.0,100.0,504.0,632.0,128.0,2
2050070,100.0,100.0,504.0,640.0,136.0,3
2050071,100.0,100.0,512.0,632.0,120.0,2
2050072,100.0,100.0,520.0,640.0,120.0,2
2050073,100.0,100.0,520.0,648.0,128.0,8
2050074,100.0,100.0,520.0,648.0,128.0,8
2050075,100.0,100.0,528.0,648.0,120.0,2
2050076,100.0,100.0,528.0,656.0,128.0,8
2050077,100.0,100.0,528.0,664.0,136.0,7
2050078,100.0,100.0,528.0,664.0,136.0,3
2050079,100.0,100.0,536.0,672.0,136.0,2
2050080,100.0,100.0,536.0,672.0,136.0,8
2050081,100.0,100.0,536.0,680.0,144.0,8
2050082,100.0,100.0,544.0,680.0,136.0,2
2050083,100.0,100.0,544.0,672.0,128.0,5
2050084,100.0,100.0,544.0,664.0,120.0,8
2050085,100.0,100.0,552.0,664.0,112.0,2
2050086,100.0,100.0,560.0,672.0,112.0,2
2050087,100.0,100.0,568.0,680.0,112.0,2
2050088,100.0,100.0,576.0,672.0,96.0,2
2050089,100.0,93.0,576.0,664.0,88.0,6
2050090,100.0,93.0,576.0,656.0,80.0,9
2050091,97.0,93.0,576.0,656.0,80.0,0
2050092,97.0,93.0,576.0,656.0,80.0,9
2050093,95.0,93.0,576.0,656.0,80.0,9
2050094,95.0,93.0,576.0,656.0,80.0,9
2050095,93.0,93.0,576.0,656.0,80.0,9
2050096,91.0,93.0,576.0,656.0,80.0,9
2050097,89.0,93.0,576.0,656.0,80.0,9
2050098,82.0,93.0,576.0,656.0,80.0,0
2050099,80.0,93.0,576.0,656.0,80.0,9
2050100,80.0,93.0,576.0,656.0,80.0,9
2050101,78.0,93.0,576.0,656.0,80.0,9
2050102,71.0,90.0,576.0,656.0,80.0,5
2050103,68.0,90.0,576.0,656.0,80.0,0
2050104,66.0,90.0,576.0,656.0,80.0,9
2050105,64.0,90.0,576.0,656.0,80.0,9
2050106,62.0,90.0,576.0,656.0,80.0,9
2050107,60.0,90.0,576.0,656.0,80.0,9
2050108,60.0,90.0,576.0,656.0,80.0,9
2050109,58.0,90.0,576.0,656.0,80.0,9
2050110,58.0,90.0,576.0,656.0,80.0,9
2050111,55.0,87.0,576.0,656.0,80.0,5
2050112,48.0,84.0,576.0,656.0,80.0,5
2050113,41.0,81.0,576.0,656.0,80.0,5
2050114,38.0,81.0,576.0,656.0,80.0,0
2050115,36.0,81.0,576.0,656.0,80.0,9
2050116,36.0,81.0,576.0,656.0,80.0,9
